side-striped_jackal|側紋胡狼|非洲
african_clawless_otter|無爪獺|非洲
aardvark|土豚|非洲
aardwolf|土狼|非洲
porcupine|豪豬|非洲
springhare|跳兔|非洲
secretary_bird|秘書鳥|非洲
marabou_stork|禿鷲|非洲
saddlebill_stork|鞍嘴鶴|非洲
flamingo|紅鶴|非洲
guineafowl|珍珠雞|非洲
turaco|蕉鵑|非洲
ground_hornbill|地犀鳥|非洲
african_grey_parrot|非洲灰鸚鵡|非洲
nile_crocodile|尼羅鱷|非洲
chameleon|變色龍|非洲
monitor_lizard|巨蜥|非洲
python|蟒蛇|非洲
black_mamba|黑曼巴|非洲
puff_adder|吹毒蛇|非洲
meerkat|狐獴|非洲
warthog|疣豬|非洲
bushbaby|嬰猴|非洲
hyena|鬣狗|非洲
jackal|胡狼|非洲
caracal|猞猁|非洲
serval|藪貓|非洲
african_wild_cat|非洲野貓|非洲
reindeer|馴鹿|歐洲
moose|駝鹿|歐洲
eurasian_lynx|歐亞猞猁|歐洲
arctic_fox|北極狐|北極
snowy_owl|雪鴞|北極
ptarmigan|雷鳥|北極
polar_bear|北極熊|北極
walrus|海象|北極
harp_seal|格陵蘭海豹|北極
ringed_seal|環斑海豹|北極
beluga|白鯨|北極
narwhal|一角鯨|北極
red_deer|赤鹿|歐洲
roe_deer|梅花鹿|歐洲
fallow_deer|黇鹿|歐洲
wild_boar|野豬|歐洲
european_bison|歐洲野牛|歐洲
red_fox|赤狐|歐洲
european_otter|歐洲水獺|歐洲
badger|獾|歐洲
pine_marten|松貂|歐洲
weasel|黃鼠狼|歐洲
hedgehog|刺蝟|歐洲
red_squirrel|紅松鼠|歐洲
european_rabbit|歐洲兔|歐洲
hare|野兔|歐洲
beaver|河狸|歐洲
chamois|臆羚|歐洲
alpine_marmot|阿爾卑斯土拨鼠|歐洲
ibex|山羊|歐洲
european_brown_bear|歐洲棕熊|歐洲
grey_wolf|灰狼|歐洲
iberian_lynx|伊比利亞猞猁|歐洲
iberian_wolf|伊比利亞狼|歐洲
spanish_ibex|西班牙山羊|歐洲
mediterranean_monk_seal|地中海僧海豹|歐洲
golden_eagle|金雕|歐洲
white-tailed_eagle|白尾雕|歐洲
peregrine_falcon|遊隼|歐洲
barn_owl|倉鴞|歐洲
tawny_owl|林鴞|歐洲
eurasian_hoopoe|戴勝|歐洲
griffon_vulture|禿鷲|歐洲
cinereous_vulture|黑禿鷲|歐洲
american_bison|美洲野牛|美洲
american_black_bear|美洲黑熊|美洲
grizzly_bear|灰熊|美洲
cougar|美洲獅|美洲
jaguar|美洲豹|美洲
canadian_lynx|加拿大猞猁|美洲
bobcat|短尾貓|美洲
coyote|草原狼|美洲
gray_wolf|灰狼|美洲
red_wolf|紅狼|美洲
pronghorn|叉角羚|美洲
bighorn_sheep|大角羊|美洲
mountain_goat|山羚|美洲
elk|駝鹿|美洲
white-tailed_deer|白尾鹿|美洲
mule_deer|騾鹿|美洲
caribou|北美驯鹿|美洲
raccoon|浣熊|美洲
opossum|負鼠|美洲
skunk|臭鼬|美洲
porcupine|豪豬|美洲
beaver|河狸|美洲
nutria|河狸鼠|美洲
muskrat|麝香鼠|美洲
pika|鼠兔|美洲
chipmunk|花栗鼠|美洲
ground_squirrel|地松鼠|美洲
prairie_dog|草原土拨鼠|美洲
mexican_grey_wolf|墨西哥灰狼|美洲
jaguarundi|細腰獵豹|美洲
ocelot|虎貓|美洲
margay|長尾虎貓|美洲
tayra|狐狼|美洲
coati|長鼻浣熊|美洲
kinkajou|蜜熊|美洲
three-toed_sloth|三趾樹獺|美洲
two-toed_sloth|二趾樹獺|美洲
anteater|食蟻獸|美洲
armadillo|犰狳|美洲
peccary|西貒|美洲
tapir|貘|美洲
howler_monkey|吼猴|美洲
spider_monkey|蜘蛛猴|美洲
capuchin_monkey|卷尾猴|美洲
squirrel_monkey|松鼠猴|美洲
golden_lion_tamarin|金獅狨|美洲
giant_anteater|大食蟻獸|美洲
giant_armadillo|大犰狳|美洲
giant_tortoise|巨型陸龜|美洲
anaconda|水蚺|美洲
caiman|凱門鱷|美洲
piranha|食人魚|美洲
electric_eel|電鰻|美洲
arapaima|巨骨舌魚|美洲
manatee|海牛|美洲
llama|駱馬|美洲
alpaca|羊駝|美洲
guanaco|原駝|美洲
vicuna|小羊駝|美洲
capybara|水豚|美洲
agouti|刺鼠|美洲
turkey_vulture|土耳其禿鷲|美洲
california_condor|加州禿鷲|美洲
toucan|巨嘴鳥|美洲
quetzal|鳳翅綠咬鵑|美洲
macaw|金剛鸚鵡|美洲
hummingbird|蜂鳥|美洲
woodpecker|啄木鳥|美洲
bald_eagle|白頭海雕|美洲
great_blue_heron|大藍鷺|美洲
flamingo|火烈鳥|美洲
pelican|鵜鶘|美洲
anhinga|蛇鳥|美洲
cormorant|鸕鷀|美洲
humpback_whale|座頭鯨|海洋
blue_whale|藍鯨|海洋
sperm_whale|抹香鯨|海洋
killer_whale|虎鯨|海洋
dolphin|海豚|海洋
sea_lion|海獅|海洋
fur_seal|毛皮海豹|海洋
sea_otter|海獺|海洋
sea_turtle|海龜|海洋
green_sea_turtle|綠海龜|海洋
hawksbill_sea_turtle|玳瑁|海洋
leatherback_sea_turtle|棱皮龜|海洋
manta_ray|蝠鱝|海洋
great_white_shark|大白鯊|海洋
hammerhead_shark|雙髻鯊|海洋
whale_shark|鯨鯊|海洋
kangaroo|袋鼠|澳洲
wallaby|小袋鼠|澳洲
koala|樹袋熊|澳洲
wombat|袋熊|澳洲
tasmanian_devil|袋獾|澳洲
numbat|袋食蟻獸|澳洲
bandicoot|袋兔|澳洲
bilby|兔耳袋鼠|澳洲
quokka|短尾矮袋鼠|澳洲
quoll|袋貓|澳洲
phalanger|袋貂|澳洲
possum|負鼠|澳洲
glider|滑翔袋鼠|澳洲
emu|鴯鶓|澳洲
cassowary|鶴鴕|澳洲
kookaburra|笑翠鳥|澳洲
lyrebird|琴鳥|澳洲
cockatoo|鳳頭鸚鵡|澳洲
lorikeet|吸蜜鸚鵡|澳洲
budgerigar|虎皮鸚鵡|澳洲
galah|粉紅鳳頭鸚鵡|澳洲
sulfur-crested_cockatoo|葵花鳳頭鸚鵡|澳洲
magpie|喜鵲|澳洲
australian_pelican|澳洲鵜鶘|澳洲
black_swan|黑天鵝|澳洲
saltwater_crocodile|鹹水鱷|澳洲
freshwater_crocodile|淡水鱷|澳洲
frill-necked_lizard|褶領蜥|澳洲
thorny_devil|刺角蜥|澳洲
blue-tongued_skink|藍舌石龍子|澳洲
goanna|巨蜥|澳洲
taipan|太攀蛇|澳洲
brown_snake|棕蛇|澳洲
tiger_snake|虎蛇|澳洲
death_adder|死亡蛇|澳洲
dingo|澳洲野犬|澳洲
platypus|鴨嘴獸|澳洲
echidna|針鼴|澳洲
flying_fox|狐蝠|澳洲
fin_whale|長鬚鯨|海洋
sei_whale|塞鯨|海洋
common_minke_whale|小鬚鯨|海洋
gray_whale|灰鯨|海洋
right_whale|露脊鯨|海洋
bowhead_whale|弓頭鯨|海洋
pygmy_sperm_whale|矮抹香鯨|海洋
beaked_whale|喙鯨|海洋
common_dolphin|普通海豚|海洋
bottlenose_dolphin|寬吻海豚|海洋
striped_dolphin|條紋海豚|海洋
spotted_dolphin|斑點海豚|海洋
risso_dolphin|灰海豚|海洋
melon-headed_whale|瓜頭鯨|海洋
pygmy_killer_whale|小虎鯨|海洋
false_killer_whale|偽虎鯨|海洋
short-finned_pilot_whale|短鰭領航鯨|海洋
long-finned_pilot_whale|長鰭領航鯨|海洋
tiger_shark|虎鯊|海洋
bull_shark|公牛鯊|海洋
whale_shark|鯨鯊|海洋
goblin_shark|哥布林鯊|海洋
greenland_sleep_shark|格陵蘭鯊|海洋
mako_shark|灰鯖鯊|海洋
blue_shark|藍鯊|海洋
saw_shark|鋸鱚|海洋
dogfish|狗鯊|海洋
olive_ridley_sea_turtle|太平洋麗龜|海洋
kemp_ridley_sea_turtle|肯普氏麗龜|海洋
flatback_sea_turtle|平背龜|海洋
manta_ray|蝠鱝|海洋
stingray|魟魚|海洋
eagle_ray|鱝|海洋
sawfish|鋸鱚|海洋
guitarfish|吉他魚|海洋
angelshark|天使鯊|海洋
moray_eel|海鰻|海洋
conger_eel|康吉鱚|海洋
sturgeon|鱘魚|海洋
arapaima|巨骨舌魚|海洋
barracuda|梭魚|海洋
marlin|旗魚|海洋
sailfish|帆魚|海洋
swordfish|劍魚|海洋
tuna|鮪魚|海洋
mackerel|鯖魚|海洋
sardine|沙丁魚|海洋
anchovy|鯷魚|海洋
herring|鯡魚|海洋
cod|鱈魚|海洋
halibut|庸鱸|海洋
flounder|鯤|海洋
grunt|石鱸|海洋
snapper|笛鯛|海洋
grouper|石斑魚|海洋
sea_bass|鱸魚|海洋
mullet|鯔魚|海洋
triggerfish|扳機魚|海洋
pufferfish|河豚|海洋
butterflyfish|蝴蝶魚|海洋
angelfish|神仙魚|海洋
clownfish|小丑魚|海洋
wrasse|隆頭魚|海洋
parrotfish|鸚嘴魚|海洋
seahorse|海馬|海洋
lionfish|獅子魚|海洋
stonefish|石魚|海洋
flying_fish|飛魚|海洋
octopus|章魚|海洋
squid|烏賊|海洋
cuttlefish|花枝|海洋
nautilus|鸚鵡螺|海洋
jellyfish|水母|海洋
box_jellyfish|箱水母|海洋
coral|珊瑚|海洋
sea_anemone|海葵|海洋
sea_star|海星|海洋
sea_urchin|海膽|海洋
sea_cucumber|海參|海洋
sea_sponge|海綿|海洋
lobster|龍蝦|海洋
crab|螃蟹|海洋
shrimp|蝦|海洋
nudibranch|海蛞蝓|海洋
arctic_wolf|北極狼|北極
arctic_hare|北極兔|北極
snow_goose|雪雁|北極
common_eider|女王鳧|海洋
king_eider|王鳧|海洋
long-tailed_duck|長尾鳧|海洋
puffin|海鸚|海洋
guillemot|海鳩|海洋
bearded_seal|鬚海豹|北極
ribbon_seal|帶紋海豹|北極
spotted_seal|斑海豹|北極
hooded_seal|冠海豹|北極
emperor_penguin|皇帝企鵝|南極
adelie_penguin|阿德利企鵝|南極
chinstrap_penguin|帽帶企鵝|南極
gentoo_penguin|紺帽企鵝|南極
macaroni_penguin|馬卡羅尼企鵝|南極
rockhopper_penguin|跳岩企鵝|南極
little_penguin|小藍企鵝|南極
african_penguin|非洲企鵝|非洲
magellanic_penguin|麥哲倫企鵝|南美洲
galapagos_penguin|加拉帕戈斯企鵝|南美洲
leopard_seal|豹海豹|南極
elephant_seal|象海豹|南極
weddell_seal|威德爾海豹|南極
crabeater_seal|食蟹海豹|南極
ross_seal|羅斯海豹|南極
antarctic_fur_seal|南極毛皮海豹|南極
albatross|信天翁|南極
petrel|海燕|南極
prion|海鴉|南極
skua|賊鷗|南極
tern|燕鷗|南極
sheathbill|鞘嘴鷗|南極
wandering_albatross|漫遊信天翁|南極
royal_albatross|皇家信天翁|南極
antarctic_krill|南極磷蝦|南極
koel|杜鵑|亞洲
cuckoo|布穀鳥|亞洲
horned_owl|角鴞|亞洲
scops_owl|角鴞|亞洲
little_owl|小鴞|亞洲
nightjar|夜鷹|亞洲
swallow|燕子|亞洲
swift|雨燕|亞洲
martin|燕|亞洲
warbler|葦鶯|亞洲
bulbul|鵯|亞洲
babbler|畫眉|亞洲
thrush|畫眉|亞洲
bulbul|八哥|亞洲
myna|八哥|亞洲
crow|烏鴉|亞洲
magpie|喜鵲|亞洲
jay|松鴉|亞洲
drongo|卷尾|亞洲
shrike|伯勞|亞洲
minivet|山椒鳥|亞洲
leafbird|葉鳥|亞洲
flowerpecker|啄花鳥|亞洲
sunbird|太陽鳥|亞洲
white-eye|綠繡眼|亞洲
sparrow|麻雀|亞洲
weaver|織布鳥|亞洲
mannikin|梅花雀|亞洲
munia|梅花雀|亞洲
grassbird|草鷚|亞洲
pratincole|草原燕|亞洲
sandpiper|鷸|亞洲
snipe|田鷸|亞洲
curlew|杓鷸|亞洲
godwit|滕鷸|亞洲
lapwing|麥雞|亞洲
plover|燕鴴|亞洲
quail|鵪鶉|亞洲
partridge|山鷓|亞洲
francolin|非洲鷓|非洲
guinea_fowl|珍珠雞|非洲
partridge|鷓鴣|亞洲
pheasant|雉|亞洲
jungle_fowl|原雞|亞洲
peacock|孔雀|亞洲
tragopan|虹雉|亞洲
monal|虹雉|亞洲
pheasant|長尾雉|亞洲
 tragopan|角雉|亞洲
kalij_pheasant|黑鷳|亞洲
junglefowl|原雞|亞洲
silkie|烏雞|亞洲
bantam|矮腳雞|亞洲
duck|野鴨|亞洲
teal|小水鴨|亞洲
garganey|小白眉|亞洲
shoveler|鏟嘴鴨|亞洲
pochard|紅頭潛鴨|亞洲
scaup|小潛鴨|亞洲
tufted_duck|鳳頭潛鴨|亞洲
goldeneye|金眼鴉|亞洲
merganser|秋沙鴨|亞洲
goose|雁|亞洲
swan|天鵝|亞洲
flamingo|火烈鳥|非洲
grebe|鸊鷉|亞洲
diver|潛鳥|歐洲
heron|鷺|亞洲
egret|鷺|亞洲
bittern|麻鳽|亞洲
stork|鸛|亞洲
ibis|朱䴉|亞洲
spoonbill|琵鷺|亞洲
flamingo|紅鶴|非洲
rail|秧雞|亞洲
